device_id,device_type,data_type,data_size_kb,sampling_rate_hz,encryption_algorithm,key_size_bits,key_rotation_days,data_age_years,expected_retention_years,confidentiality_level,regulatory_requirement,access_frequency,risk_label,compliance_score,device_uptime_days
smart_home_sensor_04431,smart_home_sensor,motion,10.21,0.532,ECC-384,384,30,6.46,3.9,low,GDPR,hourly,medium,0.8621520032443543,2289
location_tracker_04432,location_tracker,altitude,34.64,0.631,AES-256,256,30,6.38,9.2,high,"GDPR, CCPA",monthly,medium,0.714907578946688,3627
location_tracker_04433,location_tracker,altitude,40.69,0.282,RSA-2048,2048,1825,7.93,9.9,high,"GDPR, CCPA",weekly,critical,0.7573502034973558,1428
environmental_sensor_04434,environmental_sensor,noise,25.85,0.034,RSA-2048,2048,180,6.01,6.3,low,None,hourly,medium,0.943808074090118,2163
industrial_monitor_04435,industrial_monitor,temperature,132.37,34.986,ECC-256,256,730,2.75,7.8,high,"ISO27001, NIST",daily,high,0.9381624300177216,1336
industrial_monitor_04436,industrial_monitor,temperature,239.21,62.295,RSA-2048,2048,180,1.42,8.7,high,"ISO27001, NIST",daily,critical,0.7425464175666594,1260
environmental_sensor_04437,environmental_sensor,air_quality,27.55,0.063,RSA-2048,2048,90,6.86,5.1,low,None,daily,medium,0.8769063495869156,3383
location_tracker_04438,location_tracker,gps_coordinates,44.39,0.235,ECC-256,256,90,2.26,4.4,high,"GDPR, CCPA",monthly,high,0.7198780860260767,1324
smart_home_sensor_04439,smart_home_sensor,humidity,26.61,0.687,RSA-2048,2048,730,4.31,4.8,low,GDPR,monthly,high,0.7223865653143514,1404
smart_home_sensor_04440,smart_home_sensor,motion,17.74,0.758,ECC-384,384,90,0.94,3.7,low,GDPR,daily,medium,0.9398807999528745,1960
industrial_monitor_04441,industrial_monitor,pressure,97.51,65.977,ECC-256,256,90,5.4,8.1,high,"ISO27001, NIST",weekly,critical,0.8411591107433952,1451
smart_home_sensor_04442,smart_home_sensor,humidity,18.06,0.411,RSA-2048,2048,365,6.51,4.8,low,GDPR,weekly,high,0.9779617299012683,2849
health_monitor_04443,health_monitor,spo2,32.24,6.86,ECC-384,384,90,3.01,21.0,critical,"HIPAA, GDPR",daily,critical,0.8434366663438235,2941
industrial_monitor_04444,industrial_monitor,pressure,68.77,81.54,RSA-3072,3072,365,7.36,11.8,high,"ISO27001, NIST",weekly,critical,0.9420879926586561,335
industrial_monitor_04445,industrial_monitor,pressure,216.43,10.18,ECC-384,384,365,6.33,14.4,high,"ISO27001, NIST",hourly,high,0.8916295543450224,3133
health_monitor_04446,health_monitor,blood_pressure,90.2,3.956,RSA-4096,4096,30,2.22,19.7,critical,"HIPAA, GDPR",hourly,critical,0.829179844028993,363
location_tracker_04447,location_tracker,speed,28.89,0.851,ECC-384,384,730,4.67,7.5,high,"GDPR, CCPA",monthly,medium,0.8664612994449228,2833
health_monitor_04448,health_monitor,temperature,46.4,3.371,RSA-3072,3072,180,7.14,29.9,critical,"HIPAA, GDPR",hourly,critical,0.9802686388505655,2008
location_tracker_04449,location_tracker,gps_coordinates,18.87,0.231,RSA-4096,4096,365,6.32,6.5,high,"GDPR, CCPA",monthly,medium,0.7227567796328512,3040
industrial_monitor_04450,industrial_monitor,flow_rate,130.69,70.615,ECC-256,256,730,0.76,10.1,high,"ISO27001, NIST",weekly,critical,0.8588412844987173,2370
smart_home_sensor_04451,smart_home_sensor,door_status,18.19,0.949,ECC-384,384,90,2.92,1.1,low,GDPR,monthly,low,0.715553801079563,1998
smart_home_sensor_04452,smart_home_sensor,temperature,26.79,0.646,ECC-384,384,365,1.63,1.5,low,GDPR,monthly,low,0.8666321120654772,1844
location_tracker_04453,location_tracker,gps_coordinates,59.08,0.577,RSA-4096,4096,90,6.65,3.4,high,"GDPR, CCPA",rarely,medium,0.88207908392657,3521
environmental_sensor_04454,environmental_sensor,air_quality,35.08,0.026,RSA-2048,2048,730,5.92,5.7,low,None,hourly,medium,0.9422487725373124,371
health_monitor_04455,health_monitor,blood_pressure,82.74,7.7,RSA-3072,3072,365,3.12,20.7,critical,"HIPAA, GDPR",hourly,critical,0.9394543049257279,1999
environmental_sensor_04456,environmental_sensor,air_quality,37.08,0.066,ECC-384,384,365,2.36,6.6,low,None,daily,low,0.7030279715343006,1809
environmental_sensor_04457,environmental_sensor,co2,42.94,0.024,RSA-2048,2048,730,3.45,2.0,low,None,rarely,medium,0.7213571448678942,1037
environmental_sensor_04458,environmental_sensor,noise,32.1,0.099,ECC-256,256,730,4.34,4.8,low,None,weekly,medium,0.9053612123934475,1554
location_tracker_04459,location_tracker,altitude,59.62,0.403,RSA-3072,3072,90,2.78,6.3,high,"GDPR, CCPA",monthly,high,0.7548602232896747,2963
health_monitor_04460,health_monitor,spo2,95.09,5.613,ECC-256,256,365,3.2,26.2,critical,"HIPAA, GDPR",monthly,critical,0.8584396433709064,649
location_tracker_04461,location_tracker,speed,20.6,0.118,RSA-2048,2048,90,3.42,3.5,high,"GDPR, CCPA",daily,high,0.7695154468658677,3614
location_tracker_04462,location_tracker,altitude,59.97,0.344,ECC-256,256,90,1.99,6.1,high,"GDPR, CCPA",rarely,critical,0.9503777363906118,2331
industrial_monitor_04463,industrial_monitor,pressure,138.45,89.007,ECC-384,384,180,2.19,5.8,high,"ISO27001, NIST",rarely,medium,0.9042717303660204,1180
environmental_sensor_04464,environmental_sensor,particulate_matter,27.28,0.021,ECC-256,256,1825,2.25,5.4,low,None,rarely,medium,0.8306615192150282,2305
industrial_monitor_04465,industrial_monitor,vibration,176.44,13.371,RSA-2048,2048,30,7.78,9.7,high,"ISO27001, NIST",monthly,critical,0.7673926106006602,3407
environmental_sensor_04466,environmental_sensor,particulate_matter,48.12,0.025,RSA-3072,3072,730,7.98,6.9,low,None,weekly,low,0.8978095585752917,811
industrial_monitor_04467,industrial_monitor,vibration,150.84,18.295,RSA-3072,3072,180,7.95,12.3,high,"ISO27001, NIST",weekly,high,0.8053850252438461,1623
health_monitor_04468,health_monitor,temperature,86.81,5.646,ECC-256,256,1825,4.22,20.0,critical,"HIPAA, GDPR",hourly,critical,0.876733319617777,1262
environmental_sensor_04469,environmental_sensor,air_quality,46.48,0.091,ECC-384,384,30,2.13,6.1,low,None,weekly,low,0.9004310521549721,1306
location_tracker_04470,location_tracker,gps_coordinates,37.4,0.43,ECC-384,384,730,3.45,8.9,high,"GDPR, CCPA",hourly,high,0.7413001273798948,1708
industrial_monitor_04471,industrial_monitor,pressure,224.26,22.802,RSA-4096,4096,730,6.49,7.1,high,"ISO27001, NIST",weekly,medium,0.7147779361667431,2392
industrial_monitor_04472,industrial_monitor,pressure,147.24,59.077,ECC-256,256,1825,2.0,12.4,high,"ISO27001, NIST",daily,critical,0.8479959161511395,632
health_monitor_04473,health_monitor,heart_rate,81.04,5.941,ECC-384,384,180,2.95,17.0,critical,"HIPAA, GDPR",weekly,high,0.7474899050353601,285
environmental_sensor_04474,environmental_sensor,particulate_matter,61.4,0.032,RSA-2048,2048,1825,5.14,3.9,low,None,rarely,medium,0.7269010341824405,1174
environmental_sensor_04475,environmental_sensor,co2,34.76,0.088,RSA-2048,2048,365,1.08,2.4,low,None,hourly,medium,0.7267144825068165,268
location_tracker_04476,location_tracker,speed,55.2,0.988,ECC-256,256,1825,5.69,7.8,high,"GDPR, CCPA",daily,high,0.9106301161337493,750
health_monitor_04477,health_monitor,temperature,118.36,1.519,ECC-256,256,730,4.93,23.5,critical,"HIPAA, GDPR",monthly,critical,0.9715800376921145,671
smart_home_sensor_04478,smart_home_sensor,motion,15.17,0.347,ECC-384,384,365,7.81,3.7,low,GDPR,weekly,medium,0.9795518665639716,2678
location_tracker_04479,location_tracker,gps_coordinates,49.62,0.736,RSA-3072,3072,365,6.99,9.1,high,"GDPR, CCPA",daily,critical,0.9807738999696186,2405
environmental_sensor_04480,environmental_sensor,particulate_matter,27.96,0.09,ECC-384,384,730,4.46,4.4,low,None,weekly,low,0.9012986187680309,1319
health_monitor_04481,health_monitor,temperature,51.68,7.294,ECC-384,384,180,1.97,19.9,critical,"HIPAA, GDPR",hourly,critical,0.9777597705212895,3257
location_tracker_04482,location_tracker,altitude,34.86,0.879,ECC-256,256,730,7.75,9.1,high,"GDPR, CCPA",rarely,critical,0.7395538328188275,3223
health_monitor_04483,health_monitor,blood_pressure,98.26,8.774,ECC-256,256,180,0.25,18.2,critical,"HIPAA, GDPR",monthly,critical,0.8804528319810205,1751
industrial_monitor_04484,industrial_monitor,vibration,123.08,17.727,RSA-3072,3072,90,1.17,7.5,high,"ISO27001, NIST",daily,high,0.9279993893280886,2447
health_monitor_04485,health_monitor,temperature,56.45,3.636,ECC-256,256,365,1.18,13.4,critical,"HIPAA, GDPR",daily,critical,0.9829191981582802,1541
smart_home_sensor_04486,smart_home_sensor,motion,25.24,0.958,ECC-256,256,1825,3.07,3.8,low,GDPR,hourly,medium,0.7985084730371786,1984
health_monitor_04487,health_monitor,temperature,124.66,7.643,ECC-256,256,1825,6.98,19.1,critical,"HIPAA, GDPR",monthly,critical,0.8754324753251093,2327
environmental_sensor_04488,environmental_sensor,particulate_matter,46.86,0.079,ECC-256,256,180,1.52,4.0,low,None,daily,medium,0.8210666102238402,3181
environmental_sensor_04489,environmental_sensor,air_quality,41.77,0.028,ECC-256,256,730,1.65,5.8,low,None,weekly,medium,0.8614806475471084,3215
location_tracker_04490,location_tracker,speed,36.85,0.327,RSA-3072,3072,365,0.94,6.4,high,"GDPR, CCPA",hourly,high,0.8510700832677776,1105
health_monitor_04491,health_monitor,blood_pressure,90.78,1.35,RSA-2048,2048,365,6.36,19.4,critical,"HIPAA, GDPR",daily,critical,0.9549068221675149,2654
industrial_monitor_04492,industrial_monitor,pressure,152.43,47.54,ECC-256,256,180,7.43,9.3,high,"ISO27001, NIST",rarely,critical,0.9472200520438083,2675
smart_home_sensor_04493,smart_home_sensor,humidity,21.51,0.229,ECC-256,256,1825,0.14,3.8,low,GDPR,rarely,high,0.8184736330691992,225
location_tracker_04494,location_tracker,gps_coordinates,62.72,0.421,RSA-2048,2048,730,7.54,9.9,high,"GDPR, CCPA",rarely,critical,0.7843028701125925,1241
environmental_sensor_04495,environmental_sensor,particulate_matter,35.21,0.061,ECC-384,384,365,7.08,2.8,low,None,daily,low,0.9552639238250404,3640
location_tracker_04496,location_tracker,gps_coordinates,37.77,0.674,ECC-256,256,90,1.19,4.8,high,"GDPR, CCPA",weekly,high,0.9863974125920449,1155
smart_home_sensor_04497,smart_home_sensor,temperature,16.67,0.283,RSA-2048,2048,1825,3.78,1.6,low,GDPR,monthly,medium,0.7055852841423456,104
industrial_monitor_04498,industrial_monitor,flow_rate,209.64,25.838,RSA-2048,2048,730,2.4,12.8,high,"ISO27001, NIST",weekly,critical,0.8503012647578785,572
industrial_monitor_04499,industrial_monitor,vibration,86.87,35.096,RSA-2048,2048,90,2.87,14.6,high,"ISO27001, NIST",monthly,critical,0.9314551682747103,3553
location_tracker_04500,location_tracker,speed,51.32,0.537,ECC-256,256,365,4.57,3.7,high,"GDPR, CCPA",daily,high,0.9957913647571865,1396
industrial_monitor_04501,industrial_monitor,flow_rate,189.08,34.77,RSA-2048,2048,365,1.28,14.8,high,"ISO27001, NIST",weekly,critical,0.8591563303361036,2121
industrial_monitor_04502,industrial_monitor,temperature,101.02,96.529,ECC-384,384,730,0.51,12.5,high,"ISO27001, NIST",monthly,high,0.9157025035148668,2049
health_monitor_04503,health_monitor,heart_rate,55.53,4.275,RSA-2048,2048,90,1.22,13.2,critical,"HIPAA, GDPR",hourly,critical,0.9800047193661692,1553
smart_home_sensor_04504,smart_home_sensor,humidity,16.02,0.446,ECC-384,384,30,1.76,2.8,low,GDPR,monthly,low,0.8125661505321398,3601
environmental_sensor_04505,environmental_sensor,air_quality,50.48,0.052,RSA-2048,2048,30,4.96,3.2,low,None,hourly,medium,0.9654461708674369,1589
location_tracker_04506,location_tracker,gps_coordinates,57.91,0.355,ECC-256,256,730,2.3,8.6,high,"GDPR, CCPA",monthly,critical,0.7798457399808553,3368
location_tracker_04507,location_tracker,gps_coordinates,20.51,0.665,ECC-384,384,90,5.96,3.5,high,"GDPR, CCPA",weekly,medium,0.9176374269827408,1090
location_tracker_04508,location_tracker,speed,62.22,0.718,RSA-2048,2048,1825,5.24,8.6,high,"GDPR, CCPA",monthly,critical,0.9867732709098842,2473
environmental_sensor_04509,environmental_sensor,air_quality,25.76,0.044,ECC-384,384,1825,6.22,3.5,low,None,weekly,low,0.8944912505998672,2267
smart_home_sensor_04510,smart_home_sensor,humidity,23.36,0.744,RSA-2048,2048,730,6.02,3.1,low,GDPR,weekly,medium,0.8128621373946363,1618
smart_home_sensor_04511,smart_home_sensor,temperature,13.55,0.804,ECC-256,256,1825,5.03,4.4,low,GDPR,hourly,high,0.7233822564507244,1542
industrial_monitor_04512,industrial_monitor,pressure,67.04,92.363,RSA-2048,2048,30,2.68,7.8,high,"ISO27001, NIST",weekly,high,0.7602012222492089,1063
location_tracker_04513,location_tracker,speed,27.59,0.673,ECC-384,384,30,1.83,5.5,high,"GDPR, CCPA",weekly,medium,0.9187765537231116,1491
environmental_sensor_04514,environmental_sensor,co2,22.95,0.062,ECC-384,384,90,3.62,3.5,low,None,weekly,low,0.9969029883309164,1665
environmental_sensor_04515,environmental_sensor,air_quality,27.61,0.022,RSA-2048,2048,30,4.83,4.9,low,None,hourly,medium,0.954925053293723,3003
industrial_monitor_04516,industrial_monitor,pressure,108.23,92.22,ECC-256,256,30,5.12,6.1,high,"ISO27001, NIST",rarely,high,0.9374441541707235,172
smart_home_sensor_04517,smart_home_sensor,door_status,18.22,0.782,RSA-2048,2048,1825,0.75,1.8,low,GDPR,hourly,medium,0.7056189445755987,612
location_tracker_04518,location_tracker,altitude,19.79,0.963,RSA-2048,2048,180,3.94,9.8,high,"GDPR, CCPA",hourly,critical,0.9201074108549634,1597
industrial_monitor_04519,industrial_monitor,vibration,222.62,56.552,AES-256,256,180,5.01,12.6,high,"ISO27001, NIST",daily,medium,0.948268500061958,3141
environmental_sensor_04520,environmental_sensor,particulate_matter,19.01,0.069,AES-256,256,1825,7.68,3.4,low,None,rarely,low,0.7974990158008096,484
health_monitor_04521,health_monitor,heart_rate,48.95,6.555,ECC-384,384,30,3.2,15.1,critical,"HIPAA, GDPR",rarely,critical,0.9999110377958709,841
smart_home_sensor_04522,smart_home_sensor,temperature,20.22,0.852,ECC-256,256,30,0.23,1.3,low,GDPR,daily,medium,0.7107587656771224,2683
health_monitor_04523,health_monitor,spo2,33.09,1.241,RSA-2048,2048,1825,1.28,12.9,critical,"HIPAA, GDPR",hourly,critical,0.8173239748814557,1289
health_monitor_04524,health_monitor,blood_pressure,57.18,2.708,RSA-2048,2048,90,0.81,30.0,critical,"HIPAA, GDPR",weekly,critical,0.7637896410210411,3564
environmental_sensor_04525,environmental_sensor,air_quality,40.21,0.063,RSA-2048,2048,365,4.79,6.3,low,None,hourly,medium,0.9917621100243768,2765
health_monitor_04526,health_monitor,heart_rate,120.3,6.047,ECC-384,384,365,7.31,22.5,critical,"HIPAA, GDPR",rarely,critical,0.9016226589636175,1538
location_tracker_04527,location_tracker,altitude,57.31,0.959,ECC-256,256,730,2.64,4.7,high,"GDPR, CCPA",monthly,high,0.825016677135974,2403
health_monitor_04528,health_monitor,temperature,102.97,1.326,ECC-256,256,30,7.26,20.4,critical,"HIPAA, GDPR",weekly,critical,0.9917818244685276,568
environmental_sensor_04529,environmental_sensor,noise,34.27,0.028,RSA-2048,2048,1825,6.19,6.0,low,None,hourly,medium,0.7184501688053142,3225
location_tracker_04530,location_tracker,speed,63.48,0.72,ECC-256,256,730,0.18,5.2,high,"GDPR, CCPA",hourly,high,0.7658439301871973,335
location_tracker_04531,location_tracker,gps_coordinates,37.07,0.785,AES-256,256,90,5.89,3.1,high,"GDPR, CCPA",rarely,medium,0.8267682274747643,3014
location_tracker_04532,location_tracker,altitude,33.95,0.297,ECC-256,256,30,6.1,9.1,high,"GDPR, CCPA",hourly,critical,0.7372852807436445,1991
location_tracker_04533,location_tracker,speed,37.85,0.34,ECC-384,384,365,5.99,5.7,high,"GDPR, CCPA",hourly,medium,0.9990827270216902,1633
health_monitor_04534,health_monitor,blood_pressure,50.76,5.9,ECC-256,256,365,6.5,25.0,critical,"HIPAA, GDPR",hourly,critical,0.8720229588445838,3244
location_tracker_04535,location_tracker,altitude,55.92,0.392,RSA-2048,2048,30,2.59,6.8,high,"GDPR, CCPA",daily,critical,0.748642511554244,749
industrial_monitor_04536,industrial_monitor,temperature,214.8,72.483,ECC-384,384,180,1.32,10.4,high,"ISO27001, NIST",weekly,high,0.7745483339792789,1772
location_tracker_04537,location_tracker,altitude,25.88,0.746,RSA-2048,2048,365,6.78,7.9,high,"GDPR, CCPA",daily,high,0.8188659509584655,3186
smart_home_sensor_04538,smart_home_sensor,motion,29.45,0.276,ECC-256,256,90,5.01,2.5,low,GDPR,hourly,medium,0.9179124966311014,3026
location_tracker_04539,location_tracker,altitude,63.85,0.629,ECC-256,256,1825,1.62,6.7,high,"GDPR, CCPA",rarely,high,0.7912321826549867,2614
environmental_sensor_04540,environmental_sensor,air_quality,38.4,0.039,ECC-256,256,90,4.99,5.9,low,None,weekly,low,0.7893684086353523,3110
health_monitor_04541,health_monitor,heart_rate,106.8,5.945,RSA-3072,3072,90,1.88,13.8,critical,"HIPAA, GDPR",daily,critical,0.8877677675773712,851
health_monitor_04542,health_monitor,heart_rate,36.07,9.249,ECC-384,384,180,6.38,26.2,critical,"HIPAA, GDPR",rarely,critical,0.7137441339589855,1597
industrial_monitor_04543,industrial_monitor,vibration,97.2,36.128,RSA-3072,3072,730,4.46,10.6,high,"ISO27001, NIST",hourly,critical,0.9135907367173712,1558
location_tracker_04544,location_tracker,gps_coordinates,56.06,0.201,ECC-384,384,1825,4.71,7.0,high,"GDPR, CCPA",hourly,medium,0.8643009416812185,657
environmental_sensor_04545,environmental_sensor,particulate_matter,34.33,0.072,RSA-2048,2048,1825,4.39,6.3,low,None,monthly,medium,0.830197536088934,2652
health_monitor_04546,health_monitor,heart_rate,102.37,4.125,RSA-2048,2048,90,7.6,26.9,critical,"HIPAA, GDPR",hourly,critical,0.817893802356613,2442
environmental_sensor_04547,environmental_sensor,air_quality,52.83,0.041,RSA-2048,2048,1825,4.25,3.3,low,None,monthly,medium,0.7663228102562925,354
environmental_sensor_04548,environmental_sensor,particulate_matter,27.42,0.093,ECC-256,256,30,2.52,2.8,low,None,monthly,medium,0.7720893952097174,962
industrial_monitor_04549,industrial_monitor,temperature,215.22,88.413,ECC-256,256,90,7.8,12.6,high,"ISO27001, NIST",weekly,critical,0.8499545475890258,2426
location_tracker_04550,location_tracker,altitude,25.81,0.574,ECC-256,256,1825,3.41,6.9,high,"GDPR, CCPA",rarely,critical,0.7594757637118884,1842
industrial_monitor_04551,industrial_monitor,flow_rate,189.17,99.277,AES-256,256,90,5.3,6.1,high,"ISO27001, NIST",monthly,medium,0.8703077001520917,3165
environmental_sensor_04552,environmental_sensor,co2,57.79,0.035,RSA-2048,2048,90,5.39,6.1,low,None,weekly,medium,0.8949083673983471,3358
smart_home_sensor_04553,smart_home_sensor,humidity,19.61,0.166,RSA-4096,4096,180,3.43,2.8,low,GDPR,hourly,low,0.8373539324442911,1764
health_monitor_04554,health_monitor,temperature,122.81,3.381,ECC-256,256,365,2.23,12.8,critical,"HIPAA, GDPR",weekly,critical,0.7320917985691263,2147
environmental_sensor_04555,environmental_sensor,co2,42.08,0.02,RSA-2048,2048,90,0.47,5.3,low,None,daily,medium,0.9812724743170791,1392
environmental_sensor_04556,environmental_sensor,noise,55.24,0.056,RSA-4096,4096,30,1.65,5.2,low,None,hourly,low,0.9499745425459567,793
industrial_monitor_04557,industrial_monitor,flow_rate,227.01,49.17,RSA-2048,2048,30,4.69,9.7,high,"ISO27001, NIST",rarely,critical,0.9860612362445886,1349
environmental_sensor_04558,environmental_sensor,air_quality,28.52,0.05,ECC-384,384,365,1.35,6.1,low,None,hourly,low,0.8104673725843532,1579
smart_home_sensor_04559,smart_home_sensor,humidity,15.66,0.704,RSA-2048,2048,30,7.82,4.1,low,GDPR,monthly,medium,0.7096559254148866,547
health_monitor_04560,health_monitor,spo2,84.86,5.563,ECC-256,256,180,3.63,28.6,critical,"HIPAA, GDPR",daily,critical,0.8309033592482289,2264
health_monitor_04561,health_monitor,heart_rate,98.78,4.433,RSA-2048,2048,1825,2.06,25.9,critical,"HIPAA, GDPR",daily,critical,0.8395198452896488,2598
smart_home_sensor_04562,smart_home_sensor,humidity,14.67,0.775,RSA-2048,2048,180,6.69,2.0,low,GDPR,weekly,medium,0.9119575053285918,2045
industrial_monitor_04563,industrial_monitor,pressure,132.98,94.423,ECC-384,384,365,7.13,12.9,high,"ISO27001, NIST",rarely,high,0.9204113768074225,3348
environmental_sensor_04564,environmental_sensor,air_quality,22.22,0.057,RSA-3072,3072,180,2.43,4.4,low,None,weekly,low,0.8274293983451587,1765
environmental_sensor_04565,environmental_sensor,particulate_matter,61.11,0.026,ECC-384,384,730,6.33,5.9,low,None,hourly,low,0.9931638559721538,1561
industrial_monitor_04566,industrial_monitor,flow_rate,71.85,93.29,ECC-256,256,90,3.19,8.0,high,"ISO27001, NIST",daily,high,0.7336779161138994,134
smart_home_sensor_04567,smart_home_sensor,motion,20.29,0.735,ECC-384,384,730,1.07,4.3,low,GDPR,daily,low,0.9707320000218873,3571
environmental_sensor_04568,environmental_sensor,air_quality,32.31,0.049,RSA-3072,3072,1825,1.86,4.4,low,None,monthly,medium,0.9309726949838197,229
health_monitor_04569,health_monitor,spo2,59.09,2.005,RSA-2048,2048,180,2.54,14.9,critical,"HIPAA, GDPR",daily,critical,0.859953367683758,393
location_tracker_04570,location_tracker,speed,26.51,0.103,ECC-384,384,180,2.16,9.1,high,"GDPR, CCPA",daily,high,0.9287706629721805,2523
environmental_sensor_04571,environmental_sensor,co2,28.66,0.064,RSA-2048,2048,90,3.07,6.6,low,None,rarely,medium,0.9262505793216809,319
location_tracker_04572,location_tracker,altitude,28.36,0.772,RSA-2048,2048,365,3.95,9.5,high,"GDPR, CCPA",hourly,critical,0.7500171564963081,2470
smart_home_sensor_04573,smart_home_sensor,humidity,9.35,0.658,RSA-4096,4096,180,4.31,2.9,low,GDPR,rarely,medium,0.8597410993220952,2023
smart_home_sensor_04574,smart_home_sensor,humidity,13.9,0.774,ECC-384,384,730,0.13,2.2,low,GDPR,daily,low,0.8412790194171527,455
health_monitor_04575,health_monitor,heart_rate,39.56,5.892,RSA-4096,4096,365,4.14,19.4,critical,"HIPAA, GDPR",rarely,critical,0.8482442437061619,528
smart_home_sensor_04576,smart_home_sensor,humidity,21.86,0.501,ECC-256,256,180,1.56,2.2,low,GDPR,weekly,medium,0.7504837791989757,3584
industrial_monitor_04577,industrial_monitor,temperature,219.18,25.657,RSA-4096,4096,90,1.17,8.3,high,"ISO27001, NIST",hourly,critical,0.8154960078340292,2789
smart_home_sensor_04578,smart_home_sensor,motion,9.54,0.519,ECC-256,256,1825,4.9,1.1,low,GDPR,daily,medium,0.8556381037020289,3050
industrial_monitor_04579,industrial_monitor,flow_rate,145.04,61.522,RSA-2048,2048,180,2.54,6.6,high,"ISO27001, NIST",hourly,high,0.9052757983767036,2816
location_tracker_04580,location_tracker,altitude,62.39,0.928,RSA-2048,2048,365,3.28,5.0,high,"GDPR, CCPA",rarely,high,0.8269491278450479,3450
industrial_monitor_04581,industrial_monitor,flow_rate,88.06,21.649,ECC-384,384,730,3.48,14.8,high,"ISO27001, NIST",rarely,high,0.8940677368247255,1819
environmental_sensor_04582,environmental_sensor,co2,28.67,0.099,RSA-2048,2048,365,4.46,6.6,low,None,hourly,medium,0.8852630252565181,1255
industrial_monitor_04583,industrial_monitor,flow_rate,173.64,38.111,RSA-2048,2048,1825,6.63,8.4,high,"ISO27001, NIST",hourly,critical,0.9438911975845217,1979
location_tracker_04584,location_tracker,gps_coordinates,32.69,0.832,ECC-384,384,90,5.32,5.5,high,"GDPR, CCPA",weekly,medium,0.8244626392834855,664
health_monitor_04585,health_monitor,blood_pressure,85.68,9.437,RSA-2048,2048,30,1.21,10.9,critical,"HIPAA, GDPR",hourly,critical,0.9618004891652966,2531
environmental_sensor_04586,environmental_sensor,air_quality,36.62,0.072,ECC-256,256,730,1.08,4.4,low,None,monthly,medium,0.7078846830001557,1338
industrial_monitor_04587,industrial_monitor,temperature,137.61,58.586,RSA-3072,3072,365,0.66,8.2,high,"ISO27001, NIST",weekly,high,0.9702333010426099,323
industrial_monitor_04588,industrial_monitor,pressure,121.25,80.109,RSA-2048,2048,180,5.76,10.5,high,"ISO27001, NIST",rarely,critical,0.9853873489912293,34
smart_home_sensor_04589,smart_home_sensor,humidity,29.96,0.174,RSA-2048,2048,1825,4.37,4.1,low,GDPR,daily,high,0.8237480196106272,292
location_tracker_04590,location_tracker,gps_coordinates,17.77,0.96,RSA-2048,2048,30,0.61,6.5,high,"GDPR, CCPA",rarely,high,0.9847978425804622,1080
environmental_sensor_04591,environmental_sensor,particulate_matter,31.16,0.046,ECC-256,256,730,6.79,2.3,low,None,hourly,medium,0.9593401829016084,2156
health_monitor_04592,health_monitor,spo2,77.8,6.63,AES-256,256,730,1.02,22.8,critical,"HIPAA, GDPR",hourly,high,0.7171122953483818,378
environmental_sensor_04593,environmental_sensor,noise,51.68,0.018,RSA-2048,2048,180,1.79,2.6,low,None,hourly,low,0.8954253794119487,297
location_tracker_04594,location_tracker,gps_coordinates,63.67,0.835,ECC-256,256,180,1.83,4.4,high,"GDPR, CCPA",monthly,high,0.9752983939570625,472
health_monitor_04595,health_monitor,spo2,123.76,7.282,RSA-2048,2048,30,4.14,19.6,critical,"HIPAA, GDPR",hourly,critical,0.7618226891146912,855
environmental_sensor_04596,environmental_sensor,noise,48.3,0.068,ECC-384,384,30,2.71,6.6,low,None,daily,low,0.9761913754944822,323
industrial_monitor_04597,industrial_monitor,temperature,164.02,33.156,RSA-2048,2048,180,3.18,5.3,high,"ISO27001, NIST",monthly,high,0.7620780940731704,2878
smart_home_sensor_04598,smart_home_sensor,motion,31.79,0.759,RSA-2048,2048,365,2.91,2.5,low,GDPR,rarely,medium,0.8893830226617206,960
environmental_sensor_04599,environmental_sensor,air_quality,61.4,0.098,ECC-384,384,730,2.53,6.9,low,None,daily,low,0.8141828169163422,3284
health_monitor_04600,health_monitor,blood_pressure,52.59,1.409,ECC-256,256,30,1.54,12.5,critical,"HIPAA, GDPR",daily,critical,0.8644248270207094,3160
smart_home_sensor_04601,smart_home_sensor,humidity,28.67,0.694,RSA-2048,2048,90,2.79,2.7,low,GDPR,hourly,medium,0.7844370801033755,918
industrial_monitor_04602,industrial_monitor,vibration,148.42,49.138,ECC-384,384,1825,0.55,11.2,high,"ISO27001, NIST",daily,high,0.8222275602765103,3145
health_monitor_04603,health_monitor,temperature,77.97,7.531,ECC-256,256,1825,1.66,16.1,critical,"HIPAA, GDPR",weekly,critical,0.8510345467375721,1869
environmental_sensor_04604,environmental_sensor,co2,17.96,0.098,RSA-4096,4096,365,1.28,5.1,low,None,hourly,low,0.8505673097506498,1918
health_monitor_04605,health_monitor,temperature,57.03,1.85,ECC-256,256,180,0.11,27.3,critical,"HIPAA, GDPR",monthly,critical,0.9982360391220445,1964
health_monitor_04606,health_monitor,spo2,125.46,6.504,ECC-384,384,365,6.9,21.3,critical,"HIPAA, GDPR",weekly,high,0.9564177975286929,1793
location_tracker_04607,location_tracker,gps_coordinates,21.54,0.489,RSA-2048,2048,730,6.34,7.5,high,"GDPR, CCPA",weekly,high,0.7441668487666673,2442
health_monitor_04608,health_monitor,blood_pressure,50.65,3.263,RSA-2048,2048,365,0.29,22.6,critical,"HIPAA, GDPR",daily,critical,0.9881788080836786,1236
